epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,16288.9,0.40988,0.95321,0.07761,0.38118,0.85859,0.91505,0.91825,0.95434,0.94326,0.90155,0.90444,0.93578,0.78962,0.18946,0.74565,0.03657,0.43147,0.76048,0.002459,0.002459,0.002459
360,16332.4,0.39369,0.91499,0.074,0.36772,0.8501,0.91474,0.91828,0.95397,0.94285,0.90246,0.90552,0.93645,0.78992,0.18941,0.74487,0.03645,0.4317,0.76049,0.00245539,0.00245539,0.00245539
361,16375.9,0.39612,0.89795,0.07266,0.36504,0.85495,0.91451,0.91792,0.9542,0.94374,0.90264,0.90527,0.93659,0.78909,0.1893,0.74595,0.03644,0.4322,0.76039,0.00245179,0.00245179,0.00245179
362,16419.6,0.40432,0.92811,0.07641,0.37594,0.85414,0.91233,0.91765,0.9541,0.94366,0.9009,0.9043,0.93677,0.7895,0.1893,0.74653,0.03643,0.4329,0.7604,0.00244818,0.00244818,0.00244818
363,16463.3,0.40193,0.9119,0.07489,0.36856,0.85326,0.91204,0.91687,0.95397,0.94364,0.89945,0.90328,0.93606,0.78846,0.18925,0.74672,0.03648,0.43336,0.76034,0.00244457,0.00244457,0.00244457
364,16507.2,0.39305,0.93096,0.07412,0.36411,0.85147,0.91335,0.91687,0.95356,0.94313,0.90029,0.90328,0.93557,0.78886,0.1893,0.74628,0.03637,0.43388,0.76034,0.00244097,0.00244097,0.00244097
365,16550.7,0.39749,0.92015,0.07647,0.37404,0.85524,0.91087,0.91618,0.95317,0.94251,0.89916,0.90223,0.93461,0.78861,0.1893,0.74627,0.03632,0.43509,0.7603,0.00243736,0.00243736,0.00243736
366,16594.4,0.40355,0.90774,0.07358,0.36524,0.8547,0.91312,0.91726,0.95341,0.94208,0.90025,0.90203,0.93331,0.78809,0.18935,0.74731,0.03625,0.43497,0.76033,0.00243375,0.00243375,0.00243375
367,16638.5,0.40183,0.89524,0.075,0.37543,0.85463,0.90917,0.91906,0.95327,0.94235,0.90119,0.90132,0.93344,0.78781,0.1895,0.74781,0.03619,0.4346,0.76035,0.00243015,0.00243015,0.00243015
368,16683.4,0.40312,0.90803,0.07456,0.37219,0.85611,0.91003,0.91886,0.95265,0.94209,0.89758,0.90234,0.93111,0.78694,0.18944,0.74815,0.03607,0.43535,0.76054,0.00242654,0.00242654,0.00242654
369,16728.1,0.39713,0.88715,0.07204,0.36163,0.8536,0.90905,0.92179,0.95295,0.94184,0.90053,0.90259,0.93276,0.78668,0.18948,0.74876,0.03596,0.43548,0.76063,0.00242293,0.00242293,0.00242293
370,16771.6,0.39573,0.87234,0.07398,0.36382,0.85099,0.91535,0.91741,0.95214,0.94097,0.90292,0.89973,0.93181,0.78583,0.18926,0.75001,0.03593,0.43686,0.76058,0.00241932,0.00241932,0.00241932
371,16815.3,0.40826,0.89572,0.07565,0.37827,0.86079,0.91533,0.91898,0.95169,0.94038,0.90407,0.89928,0.93155,0.78498,0.18916,0.75081,0.03578,0.43739,0.76056,0.00241572,0.00241572,0.00241572
